idx,textO,textC,textE,textA,textN,cOPN,cCON,cEXT,cAGR,cNEU
371,"I've always been drawn to new experiences, even if they initially feel a bit outside my comfort zone.  For example, I considered trying out for the college wrestling team despite my shyness – the idea of the physicality and showmanship appealed to me.  While I ultimately didn't pursue it due to other anxieties, the very act of considering something so different from my usual routine is indicative of my openness to new experiences.","I'm highly self-critical, and that fuels my strong sense of responsibility toward my goals.  I set a goal to tough it out at Baylor even when it was depressing because I knew I couldn't give up. I think my ability to stick with it despite immense challenges reflects a level of conscientiousness. Although I question my choice of major frequently, this stems from my dedication to finding something satisfying, not laziness.","Social interactions are a mixed bag for me; sometimes they energize me immensely, like when I'm with my close friends at CBS, while other times, especially in more formal or superficial situations, they can drain me. I crave genuine connections, but I am guarded and cynical, and I avoid shallow relationships. My social experiences have taught me the importance of choosing meaningful interactions over large, empty ones.","Disagreements are common, especially with people who I find judgmental or hypocritical, and I tend not to handle them well. My lack of agreeableness is evident in my descriptions of Ray and Darla – I’m quick to judge their behavior and express my disapproval.  My immediate reaction is usually blunt criticism, which may not be the most agreeable approach, yet my honesty reflects my values.","Stress and anxiety are regular visitors, often triggered by concerns about my future and self-doubt about my choices. My initial response is often self-deprecating, as seen in my internal monologue. To manage this, I tend to self-reflect, sometimes negatively, which isn't necessarily constructive, but it does help me to process my feelings and make decisions, even if it's painful to do so.",y,y,y,n,y
372,"I wouldn't say I'm someone who actively seeks out completely new experiences.  My essay shows I'm focused on goals and structure, not exploring the unknown. While I did enjoy my trip to Italy, it was a typical spring break trip with friends, not a significant departure from my usual routine. I prefer familiar activities and environments.","My essay demonstrates a strong focus on achieving goals.  Joining a tennis club and sticking to an aerobics schedule are examples of that. I manage my time by creating plans, such as the aerobics schedule, and using time management strategies, but I also admit to feeling overwhelmed by the amount of work, studying, and extracurriculars. This shows my commitment, although I am also experiencing difficulties staying on top of everything.  The challenge lies in balancing everything effectively, yet I find the process of making progress very rewarding.","The sorority meeting I described was draining.  I find large group interactions, especially those that feel unproductive, to be exhausting. I prefer smaller, more intimate settings and I generally feel better spending my time doing things independently or with close friends.  Making new friends, while valuable, isn't my preferred social interaction, as my essay shows.","I generally try to be agreeable, as my sorority involvement shows, even if I find some aspects boring. I prioritize maintaining relationships, as exemplified by my desire to make friends in the sorority. However, I also recognize the need to stand up for myself and my priorities. My description of wanting to leave the sorority meeting early shows the internal conflict between agreeableness and my need to use my time efficiently.","The essay reveals my anxieties about managing my time, particularly being overwhelmed with schoolwork, extracurricular activities, and social events.  My initial response to stress is often worry and feeling overwhelmed. I attempt to manage this by creating plans and schedules, but the fact that I still feel this way demonstrates my struggles with anxiety and feeling in control of the situation.  I recognize the need to improve my time management skills, and the feeling of not getting to all of the things I want to, shows that my anxiety revolves around my self-perceived inadequacy, as well as a fear of not meeting expectations.",n,y,n,y,y
373,"I've always been drawn to new experiences.  Last summer, I decided to delve into the world of poetry, specifically exploring themes of death and the afterlife, a stark contrast to my earlier, more love-focused work. This was motivated by a desire to challenge myself artistically and push beyond my comfort zone.  The experience was surprisingly rewarding; it allowed me to process complex emotions and explore a different side of my creativity.","In college, I set a goal to improve my grades significantly.  I created a detailed study schedule, prioritized tasks, and utilized resources like tutoring and study groups.  Staying committed was sometimes tough, especially during social events, but I used reward systems and self-discipline to overcome challenges. This experience taught me the value of planning, dedication, and the profound satisfaction of achieving a difficult goal.","A recent trip to a music festival was incredibly energizing.  The positive atmosphere, the shared passion for music with others, and the spontaneous interactions fueled my energy throughout the entire weekend. This reinforced my preference for social settings that are stimulating and engaging, but I also recognize the need to balance these experiences with quieter time for reflection.","I once had a significant disagreement with a close friend regarding political issues. Instead of getting defensive, I tried to listen empathetically to their perspective, focusing on understanding their reasoning rather than just proving them wrong.  My priority was to preserve our friendship, so I sought common ground and found areas of agreement to de-escalate the conflict.","While I generally don't experience high levels of anxiety,  I did feel stressed during a particularly demanding academic project.  My initial reaction was to procrastinate, but I quickly recognized this wasn't helpful. Instead, I broke the project into smaller, manageable tasks, and focused on completing each step methodically. This approach, along with regular exercise, effectively managed my stress levels.",y,y,y,y,n
374,"I don't really seek out new experiences.  I'm quite content with my routine and familiar things. The essay reflects my lack of desire for change or exploration, preferring the comfort of the familiar, even if it's causing me pain. Trying something new just doesn't appeal to me right now.","I struggle with setting and achieving long-term goals.  The essay shows my lack of motivation and feeling overwhelmed by expectations.  Time management isn't really a strength, and I tend to procrastinate or avoid tasks that seem challenging. My current emotional state makes focusing on anything difficult.","Social interaction often leaves me drained and overwhelmed. The essay reveals my desire to connect with friends but also the pain and awkwardness these interactions cause. Large groups or prolonged social engagements are exhausting, and I prefer smaller, more intimate connections when I'm feeling up to it.","I try to be understanding and accommodating in disagreements, prioritizing maintaining relationships. Even though I'm upset with Connie, the essay shows my attempts to keep the peace. I value harmony and avoid direct confrontation, even if it means putting my own feelings aside, at least initially.","Stress and anxiety tend to manifest as sadness and depression. The essay expresses a great deal of emotional turmoil and self-doubt. My initial response is often to withdraw and isolate myself; however, I do seek comfort in writing and through prayer. I also find some relief in expressing my feelings, even if the process is painful.",n,n,n,y,y
375,"I haven't really sought out drastically new experiences.  Things like trying new foods or going to different types of parties are fun, but I'm not driven to explore radically different lifestyles or perspectives. I'm pretty happy with my routine and the things I already enjoy.","I'm not the most organized person.  I'll focus on things when they need immediate attention, like getting my red wing boots for the game,  but long-term planning isn't my strong suit.  I often find myself scrambling at the last minute,  and although that causes some stress, it hasn't stopped me from getting things done.","Meeting new people and being social definitely energizes me. The mixer sounds awesome; I'm looking forward to meeting girls.  Being around my pledge brothers is great too – we always have a good time together.  Conversely, I avoid situations where I feel obligated to interact with people I don't click with; some of my suite mates are a little too shy, making social events less enjoyable.","I can be pretty straightforward. If there's a conflict, I usually try to resolve it quickly and efficiently, maybe not always diplomatically. I value getting things done, even if that means ignoring some smaller points of disagreement.  My priorities are always on getting my immediate needs and goals met.","I don't usually worry too much.  Sure, the upcoming tests are a bit daunting since I've never taken college exams before, but I figure I'll do fine.  I am a bit stressed about losing muscle mass due to the food situation, but I deal with it by making light of it and planning to compensate later; I'm not usually worried for long periods.",n,n,y,n,n
376,Trying new things isn't really my style. I prefer the familiar and comfortable.  I stick to what I know.  The thought of something completely different stresses me out.,"I struggle with long-term goals and planning.  Things often fall through the cracks.  I'm more reactive than proactive, dealing with issues as they arise rather than planning ahead.  It's easier that way.","Social situations usually leave me feeling drained. I prefer smaller gatherings, or even just being alone.  Large crowds are overwhelming and exhausting.  I recharge by spending time on my own.","Disagreements are difficult. I often avoid direct confrontation, and if I can't avoid it, I get very upset easily. My priority is to get the conflict over with as quickly as possible, even if it means compromising my own wants or needs.","Stress and anxiety are constant companions.  My initial reaction is usually anger or irritability. I manage it by focusing on the small things I *can* control, like my daily schedule and my environment.  It's a struggle but it helps.",n,n,n,n,y
377,"I haven't really sought out drastically new experiences.  I prefer familiarity and things I already know I enjoy.  While I like my English class and my small group, it's not something radically different from what I've experienced before.  New things can be overwhelming, and I'm more comfortable sticking to what I know.","I'm not the most organized person.  Goals often get pushed aside, especially if unexpected things come up.  I mostly just try to get things done when I feel like it and manage time in a rather haphazard way. I'm more focused on what I enjoy in the moment.","Spending time with close friends, like Connor, is energizing.  Sharing a space, even casually, is enjoyable.  Large, loud social gatherings, or situations where I feel pressured to interact, on the other hand, tend to drain me. I value close friendships and small, intimate settings more than anything else.","Disagreements are uncomfortable. I tend to avoid conflict, even if it means swallowing my feelings. My priorities are to keep the peace and maintain relationships; direct confrontation isn't my style. If someone commits to something without including me, like my friend did regarding housing, it hurts my feelings.","I get stressed easily. When I'm overwhelmed – like thinking about classes or finances – I often withdraw or worry about things endlessly. My initial response is to avoid the issue or focus on something else entirely, like caring for children.  This avoids addressing the problem immediately but is my coping method.",n,n,y,n,y
378,"I’ve always been drawn to new experiences.  For example, taking that psychology class was a total leap of faith. I wasn't sure what to expect, but the professor seemed interesting and the subject matter sounded, well, different. It turned out to be one of my most enjoyable classes, and I met some really cool people, like that girl with the awesome face.  The experience solidified my belief in the value of stepping outside my comfort zone.","Honestly, setting and achieving long-term goals isn't really my strong suit.  I tend to be more spontaneous. I have good intentions, but rarely do detailed plans; I'm more about reacting to opportunities as they come up. I guess that explains why I didn't finish my BA 101 assignment in a timely manner – I just ended up rambling about everything else on my mind.","Going to Edgefest was definitely an energizing social experience.  Being surrounded by so many people, the music, the excitement—it was intoxicating. I wish I'd gone to the first one!  Conversely, being stuck in a boring class with no one else there was draining.  I thrive on engaging interactions and shared enthusiasm; quiet, solitary activities really sap my energy.  I value being around people that are fun and interesting.","I try to be understanding, but conflicts can be tough.  When Sarah acted like a little kid, I just couldn't stand her arrogance and childish behavior, but I didn't confront her directly. I just wrote about my feelings about it in this essay.  Honestly, keeping the peace isn't always my top priority if the other person isn’t behaving in a way I appreciate.","I don't often get stressed or anxious. If anything, I usually just get frustrated when things don't go my way like no one showing up for my BA 101 class. My initial reaction is usually irritation, but I quickly move on. I don't dwell on negative emotions; I try to focus on the positive aspects of situations. I'm pretty easy-going most of the time.",y,n,y,y,n
379,I'm always up for trying new things;  the essay mentions my desire to learn about astronomy and my spontaneous idea to create a treetop rope system. The motivation behind these stems from a deep curiosity and a desire for novel experiences. The feeling afterward is one of exhilaration and excitement about the possibilities.,"I'm not particularly detail-oriented or focused on long-term goals, as shown by my somewhat impulsive decisions and lack of planning in the essay. I tend to act more on spur-of-the-moment ideas rather than diligently pursuing carefully laid-out plans. While this can be exhilarating, it does sometimes lead to missed opportunities.","I thrive in social situations, as evidenced by my eagerness to meet new people at the astronomy lab and my willingness to go to a movie with John.  Fulfilling social experiences are those where I feel connected to others, can easily share my thoughts and feelings, and experience a sense of shared laughter and joy.  Draining experiences are rarer and often involve overly serious or judgmental interactions.","I generally prioritize maintaining harmony in my relationships.  The essay shows that I strive to avoid conflict, particularly romantic ones, to the point of implementing almost scientific strategies to maintain friendships. I believe in open communication and mutual understanding, even when disagreements arise.","I generally don't experience intense or prolonged periods of anxiety or stress. While the essay mentions feeling down after my period and some sadness related to my ex-boyfriend, these are presented as relatively transient moods, not as crippling or pervasive anxieties.  I have coping mechanisms for managing those feelings, including relying on my sister's influence and finding solace in music.",y,n,y,y,n
380,I don't really seek out new experiences.  Sticking to what I know and what's comfortable is more my style.  Novelty isn't really a motivator for me; I'd rather spend my time watching TV. The thought of trying something completely new fills me with a bit of anxiety.,"I'm definitely not known for my organization or time management skills.  I tend to procrastinate a lot, putting things off until the very last minute.  Staying committed to goals is a real struggle; my attention wanders easily.  While I might *start* something, completing it isn't always a priority.","Going out with friends is definitely a source of energy and fun for me, I get a rush from being around other people and being social!  However, some group settings can leave me feeling drained, like big parties or loud bars. The right kind of social interaction is something that really recharges me, it needs to be easy-going and fun.","Disagreements can be tough.  I might avoid direct confrontation or try to smooth things over quickly, even if it means compromising on what I want.  My priority is to keep things peaceful and avoid upsetting others, even if it means ignoring my own needs or opinions.","Going to the hospital to see my sick grandmother is a perfect example of something that makes me anxious.  My initial reaction is fear and worry.  I cope by avoiding things that cause anxiety. While I wish I had better coping strategies,  I haven't yet developed many ways to constructively manage my intense feelings of anxiety.",n,n,y,n,y
381,"I enjoy exploring new ideas and experiences, even if they're unconventional.  My stream-of-consciousness writing style reflects this—it's a way for me to process thoughts and feelings without constraint. Downloading a new version of Netscape, even though it took a long time, was an example of trying something new to solve a problem. The experience, while time-consuming, felt ultimately satisfying.","I struggle with long-term goal setting and sustained effort. My essay shows a lack of focus and organization, jumping between unrelated thoughts and tasks.  The modem download is a good example:  I started it but didn’t manage my time effectively around it. The lack of structure isn't something I necessarily strive to change.",Social interactions can be draining for me. My writing is mostly internal and self-focused; there's limited discussion of interactions with other people. The mention of my brother's girlfriend being online evokes a neutral response rather than an eager engagement.  I prefer solitary activities and internal reflection.,"Conflict isn't something I directly address in my essay.  My writing style suggests a preference for avoiding direct confrontation and instead focusing on my own thoughts and feelings.  I don't describe any disagreements or how I resolve them, which suggests a lack of focus on the perspectives of others.","I experience high levels of stress and anxiety. My essay reveals this through complaints about physical pain (neck, hip), frustration with technology, and a preoccupation with my own discomfort and negative feelings (heat, humidity, the modem).  While I mention fantasizing about self-harm, it is presented as a fleeting thought rather than a serious plan.",y,n,n,n,y
382,"I wouldn't say I'm one to jump into completely new things without a lot of thought.  I prefer activities and environments that are familiar and comfortable. While I appreciate novelty in others, I personally find more satisfaction in deepening my understanding of things I already enjoy.","I'm pretty organized and goal-oriented.  Maintaining my academic schedule is a big priority for me, requiring careful time management and planning.  I use to-do lists and prioritize tasks to stay on track.  While occasionally I procrastinate, I generally manage to meet deadlines and stay committed to my goals, as evidenced by my success in school. The rewarding part is the feeling of accomplishment when I complete a project or meet a goal.","Social interactions are definitely energizing for me, particularly when I'm with people I care about, like Natalie.  Spending time with close friends and loved ones leaves me feeling refreshed and positive.  On the other hand, large, unfamiliar social settings can be draining. My social preferences are clearly for close, intimate relationships rather than broad acquaintanceships.","When disagreements arise, I prioritize maintaining positive relationships. I try to approach the situation calmly and understandingly, seeking common ground and finding a solution that works for everyone involved. I value harmony and avoid confrontation unless absolutely necessary. The essay demonstrates my care for my relationship with Natalie, and willingness to forgive her flaws.","I generally don't experience high levels of stress or anxiety.  When challenges arise, I tend to address them rationally and focus on finding solutions rather than dwelling on the negative emotions.  My ability to stay calm and optimistic is a strength that helps me effectively navigate difficulties.  My positive outlook and confidence in my abilities appear in the essay.",n,y,y,y,n
383,"I've always been fascinated by different cultures and cuisines, so last year I decided to take a cooking class focused on Moroccan tagines.  The motivation was purely curiosity – I wanted to expand my culinary horizons beyond my usual three dishes.  The experience was incredibly rewarding; I learned a new skill and gained a deeper appreciation for a different culture through its food.","Honestly, setting and sticking to long-term goals isn't really my strong suit. I tend to get sidetracked easily, and my plans are more like suggestions than concrete schedules.  If something truly interests me, I'll jump in, but sustained effort isn't really my style. I guess the ""reward"" is the satisfaction of completing a task and the ""challenge"" is even starting it.","Social interactions generally drain me, especially large gatherings or events where I have to maintain constant engagement. I prefer smaller, more intimate settings with people I'm close to. Spending time with my mom on the phone, for example, is comforting – it’s familiar and low-pressure. This has helped me understand that I’m more of an introvert and need plenty of quiet time to recharge.","I tend to avoid conflict, often agreeing to things even when I disagree internally. I prioritize maintaining harmony and good relationships above asserting my own opinions forcefully.  If a disagreement arises, I try to find common ground or politely let it go, rather than engage in a direct confrontation. This approach might not always be the most assertive, but it keeps things peaceful.","I get anxious easily, especially when things don't go according to plan. For example, cooking a roast – it felt like a big challenge. My initial response is to feel overwhelmed, but I try to break down the task into smaller steps, focus on what I *can* control, and call my mom for reassurance. This helps ease the anxiety and makes the process feel more manageable.",y,n,n,y,y
384,"I've always been fascinated by different cultures and perspectives.  Recently, I decided to try learning Spanish.  My motivation was a desire to connect with people from different backgrounds and expand my horizons. I found the experience rewarding and challenging, though I am still in the early stages of learning the language and expect to experience a great deal more challenge in the future.","Balancing my pledgeship responsibilities, my business, and my social life has been a significant challenge. I use a planner and to-do lists to manage my time effectively, breaking down larger tasks into smaller, manageable chunks. Prioritizing is key, and I've learned to say no to some commitments to avoid burnout.  Despite the hectic schedule, I find it incredibly rewarding to achieve my goals and succeed in multiple facets of my life.",My most memorable social experience recently was my first pledge party.  It was incredibly energizing because of the social connections and excitement around my fraternity pledgeship and the fun that ensued.  Being around so many people and developing friendships fueled my energy level. It confirmed my preference for social interaction and its effect on my overall mood.,"I haven't had any major disagreements lately, but when conflicts arise, my priority is understanding the other person's perspective, even if I don't agree. I approach discussions in a calm and collaborative manner, focusing on finding common ground and compromise.  It's important to listen carefully and express my own views with consideration.","I am not particularly prone to stress or anxiety, as evidenced by my calm and confident tone while writing this essay despite being pressed for time. I generally approach challenges with a level-headedness and optimism.  If I do feel overwhelmed, I find that taking a deep breath and breaking tasks down can help me manage my feelings and maintain a productive mindset.",y,y,y,y,n
385,"I wouldn't say I'm one for trying completely new things.  I stick to what I know and what makes me comfortable.  Novelty isn't really a motivator for me; I prefer routine and predictability.  The only time I might stray from that is if something directly impacts my relationships with people I care about, like Thinh.","I'm very focused on achieving my goals, even if it takes a lot of work. My schedule is carefully planned to fit everything in; organic chemistry, physics, and microeconomics are a huge undertaking.  I meticulously manage my time to meet deadlines and rarely miss a task. It is challenging, but I find it rewarding to achieve what I set out to do.","Social situations can be both energizing and draining, depending on the people involved. I feel energized when spending time with Thinh; his thoughtfulness is endearing.  However, interacting with people I dislike, like Priya, leaves me feeling depleted and irritated.  I have a clear preference for spending time with a smaller circle of close friends rather than large crowds.","Disagreements are never fun. When I disagree with someone, like Nhut, I prioritize direct communication, but I can also become quite blunt and even mean.  While I value maintaining relationships, I also want my feelings and expectations to be acknowledged and respected. An apology would go a long way, in his case.","Stress and anxiety are constant companions for me.  I react to them with a mix of irritability and self-pity.  Managing my emotions involves careful scheduling to prioritize tasks, and I try to take a break (nap) after a stressful day. It's a work in progress; finding ways to stay more calm is hard.",n,y,n,y,y
386,"I’ve always been fascinated by different cultures and ways of life.  Reading about places like Paris, for example, sparked a desire to experience something entirely different from my current routine.  The idea of traveling, even if just to live simply, really appeals to me – a kind of escape, maybe.  The thought of it makes me feel both excited and a little anxious, honestly.","I struggle with organization, as you can probably tell from my essay. Setting goals and sticking to them has always been a challenge. Although I know I *should* be reading and studying more, I often procrastinate. I have good intentions, really, but my planning and follow-through leave much to be desired.","Social situations generally drain me. I long for deeper connections, but I find large groups of people exhausting.  The thought of initiating conversations with strangers makes me anxious. I'm more comfortable in smaller settings with people I already know well, though even then I can sometimes feel overwhelmed.","Disagreements are difficult for me. I tend to avoid conflict, even if I strongly disagree with someone. I prioritize maintaining a sense of peace and harmony, even if that means compromising my own needs. It's not always ideal, but it's my go-to approach.","I'm prone to anxiety and often feel overwhelmed by things like making big decisions about my future,  academic pressures and the general uncertainty of life. My initial response to stress is often to withdraw and overthink things, but I try to find healthy ways to cope, even if they aren’t always successful.",y,y,n,n,y
387,"I once decided to learn how to play the electric guitar, something completely outside my usual activities.  The motivation was a desire to express myself creatively in a new way.  While the initial learning curve was frustrating, the feeling of accomplishment after finally playing a song I liked was incredibly rewarding.","I set a goal to finish my undergraduate studies on time, requiring rigorous time management and consistent effort. I used planners and to-do lists to stay organized, and I prioritized tasks based on deadlines and importance.  Although there were times I felt overwhelmed, the reward of graduating on schedule made the hard work worthwhile.  The most challenging aspect was maintaining focus when distractions arose, but breaking down large tasks into smaller ones helped.","Going to a broomball game with friends was a very energizing experience. The laughter, friendly competition, and camaraderie were incredibly uplifting.  The interaction felt fulfilling because I was surrounded by people I enjoyed being around, and it reaffirmed my preference for social engagement and energetic environments.","I once had a disagreement with a roommate about shared expenses.  Rather than focusing on ""winning"" the argument, my priority was finding a fair and equitable solution that maintained our friendship. We sat down, calmly discussed our different perspectives, and worked out a compromise.","I felt particularly stressed when a major project at school was due soon. My initial reaction was to become overwhelmed and anxious. However, I decided to tackle the assignment in small, manageable parts and got assistance from others where I could. Breaking the project into smaller pieces, combined with a good night's sleep, greatly reduced the overwhelming feeling.",y,y,y,n,n
388,"I once impulsively signed up for a pottery class.  It was completely outside my usual routine, driven by a desire to try something creative and hands-on.  The experience was surprisingly enjoyable, though messy; I found a sense of calm in the process, and even though my creations weren't masterpieces, I felt a sense of accomplishment.","I don't really set long-term goals or have much of a plan, so I don’t have a good example of sustained effort toward a specific goal.  I tend to be more spontaneous in my actions and approaches. This lack of planning sometimes leads to missed opportunities, but I don't find it overly stressful.","Large social gatherings tend to drain me. I find them overwhelming and prefer smaller, more intimate settings.  The club last night was a perfect example—the noise, the crowds, and the constant social interaction left me feeling exhausted and anxious. This experience reinforced my preference for quiet evenings and smaller groups of close friends.","I try to avoid direct conflict, so when disagreements arise, I often prioritize maintaining the relationship. If someone is upset, I tend to listen and try to understand their perspective, even if I don't agree. In the situation with my roommate and the girl I like, I prioritize avoiding hurting my friend's feelings, even if it means suppressing my own desires.","The situation with my roommate and the girl I like causes me significant anxiety. My initial response is often avoidance—pushing her away when I feel overwhelmed by the conflict and my feelings. To manage this, I try to distract myself, which isn't always very successful in the long run.",y,n,n,y,y
389,"I'm always looking for new experiences and challenges. This summer, I took a Taekwondo judging course, something completely outside my usual routine.  It pushed me to learn about a different perspective on competition and fairness, and afterwards, I felt a sense of accomplishment and a broadened understanding of how ingrained gender bias can be, even in seemingly objective fields. The experience motivated me to be more conscientious of my own unconscious biases.","Getting into medical school is a huge goal of mine, so I'm meticulously planning my studies and MCAT preparation. I'm organized, making detailed schedules and utilizing resources like practice tests and study groups to stay on track. Even with the distractions of college life, I prioritize my studies, and the challenge of succeeding is deeply rewarding because it makes me feel successful. While I try to maintain balance, sometimes I have to really push myself to maintain this balance and to remember to relax and enjoy life.","I love being around people and always have tons of fun with my buddies, especially at football games or simply hanging out and enjoying the social atmosphere of college. I thrive on the energy of these interactions, the shared laughter, and common interests. Conversely, forcing myself to attend events where I feel that there's nothing in common to bond over can drain my energy.  My social preferences are definitely leaning toward casual, fun, and engaging interactions.","I'm pretty opinionated, and occasionally, I find myself at odds with others, especially when it comes to gender inequality.  For example, when Joanne got overlooked during a Taekwondo testing, I voiced my frustration. While I sometimes struggle to compromise or find common ground, I prioritize speaking my mind when I believe something is unjust. I am working on being less assertive and more compromising, even if it is hard.","I don't tend to get stressed out easily. When preparing for things like the MCAT, I manage my emotions by focusing on a plan, breaking the work into manageable steps.  I am a highly motivated person, which also helps with maintaining a positive and focused outlook. I focus on enjoying the process rather than the stress of the outcome.",y,y,y,n,n
390,"I wouldn't say I'm someone who actively seeks out brand new experiences.  I prefer the familiar and comfortable. Although, I did once watch that Seinfeld episode about the low-talker, which was pretty different for me. I wouldn't say I was motivated by anything except boredom. Afterward, I mostly just moved on with my day.","I'm not the most organized person, to be honest.  I don't really set long-term goals; my life is more about reacting to immediate things.  Time management isn't really my strong suit, and if something comes up and challenges me, I tend to just roll with it instead of trying to stay on track.","I definitely thrive in social situations; being around people gives me energy.  A memorable experience was when I spent a night talking with my roommate, Aaron.  He's really interesting and the conversation was effortless and fun, a great example of a fulfilling social interaction that recharged my batteries.","I generally try to get along with people and find it easy to compromise.  Disagreements are never fun, but if I have a problem with someone, I'll tend to just avoid conflict rather than confronting it directly.  Maintaining harmony is a higher priority than necessarily making my point in most situations.","Stress and anxiety definitely affect me. If I get stressed, my emotions tend to get the best of me.  I don't have any particular method for managing my emotions, but I usually try to distract myself or find someone to talk to, especially if the stress is about something that is difficult for me to solve on my own.",n,n,y,y,y
391,"I'm always up for trying new things.  Taking that fishing trip to San Luis Pass, even though I didn't catch anything, was amazing. The changing colors of the sky, the quiet time… it was a completely different experience than my usual busy life, and it really helped me relax and think.  It made me realize how much I need those kinds of experiences to unwind.","Honestly, I'm not the most organized person.  I often forget deadlines, like I did with the assignment.  I don't really have specific strategies for managing my time, more of a go-with-the-flow approach.  I suppose that’s why I end up scrambling at the last minute sometimes.","Spending time with Angela is always energizing.  We have so much in common, and she understands me.  Talking to her about food, our classes, or even just complaining about the dining hall food is a great way to de-stress.  Being around people I connect with easily definitely recharges me.","I usually try to avoid conflict, but if I disagree with someone, I'll calmly explain my point of view.  I care about maintaining good relationships, so I prioritize understanding each other’s perspectives and finding common ground even if we don't always agree.  If I can't reach a compromise, I'm okay with agreeing to disagree.","I get stressed easily. This assignment deadline, the lack of food at home, all of it added up.  I tend to just kind of ramble about it, like in this essay.  It helps me to vent and process everything and, you know, thinking about fishing really helps me to relax and de-stress.",y,n,y,y,n
392,"Trying something new isn't really my style. I prefer familiar routines and activities.  However, I did walk onto the A&M football team freshman year, which was a big step outside my comfort zone.  It was mostly driven by a desire to challenge myself physically and recapture a bit of the excitement I felt playing the sport. Afterwards, I was definitely drained, but also proud of that accomplishment.","Goals and sustained effort?  Not really my strong suit.  I started playing football at A&M, but that fizzled out rather quickly. I wasn’t very organized or disciplined about training and frankly, lacked the motivation to really commit long-term.  It was rewarding while it lasted, but keeping up with the demands was challenging, and I lacked the drive to persevere.","Social interactions tend to leave me feeling drained, as the essay shows.  My girlfriend's rudeness is a prime example – I find social situations stressful and prefer to be alone. I crave quiet moments and personal reflection. Engaging socially feels overwhelming and more of an obligation, causing this exhaustion, rather than an experience that invigorates me.","Disagreements are tough. With my girlfriend, I often avoid confrontation, even if I feel she's being unreasonable.  My priority is preserving the relationship, and sometimes that means swallowing my own feelings. I might just accept the situation rather than addressing the conflict directly, partly out of fear of further friction. I am more concerned about keeping the peace than expressing my discontent.","Stress and anxiety are frequent companions.  The essay reflects this.  When stressed, I tend to become withdrawn and introspective.  I usually find solace in simple things, like moving my foot back and forth. While I don't have active coping strategies, I try to ride out the anxiety, hoping it will eventually pass.  My approach is more about avoidance and hoping for things to get better on their own.",y,n,n,y,y
393,"I switched my major this year, which was a pretty big leap for me.  I was motivated by a growing feeling that my old major wasn't the right fit, and the new one seemed far more interesting.  It felt liberating and exciting at the time, and though there's some adjustment, I'm happy with the change.","I don't really set goals in the traditional way; I tend to go with the flow.  I’m more likely to focus on immediate fun rather than long-term projects, though I do like to be spontaneous.  This summer I had way too much fun, and now I’m bored. I don't feel the need to manage things very rigidly.","Going out clubbing with my friends is always a blast; it's incredibly energizing.  The shared laughter, the music, and the sense of connection with others really revitalizes me.  Conversely, spending too much time alone, or with people who are draining, leaves me feeling depleted and needing time to recharge.  I definitely need social interaction.","I had a disagreement with a friend over money. I tried to communicate my feelings calmly and listen to their side of the story. My priority was preserving our friendship, and luckily, we were able to work through it by talking openly and honestly about the situation, even though I’m a little concerned about money issues with some of my friends.","When things get overwhelming, like worrying about failing to find a job, I tend to get anxious.  My initial reaction is often to panic a little, then I try to distract myself by doing fun things like going out dancing, and then I try to think through the situation and tackle smaller parts of the problem.  I rely on my friends for emotional support, which really helps.",y,n,y,y,y
394,I haven't really sought out radically new experiences.  I'm pretty content with what I know.  The thought of trying something completely different is actually a little anxiety-inducing.  I prefer familiar routines and environments.,"I haven't really set any long-term goals, to be honest.  I'm kind of taking things as they come.  Planning ahead feels overwhelming, and I tend to get distracted easily.  The idea of sticking to a schedule stresses me out.","Being around my pledge brothers is energizing; I feel more comfortable and at ease in groups.  However, being alone in my room makes me feel homesick and anxious; I crave the company of others for comfort and distraction.","I generally avoid conflict.  If I disagree with someone, I tend to internalize it rather than confront them directly.  I prioritize avoiding unpleasantness over directly addressing disagreements.","The start of college has been incredibly stressful.  I feel overwhelmed by the academic pressure and social expectations.  My immediate response to stress is anxiety, but I try to distract myself by going out with friends and participating in fraternity activities to avoid the feelings of homesickness and anxiety.",n,n,n,n,y
395,"I'm not one for radically new experiences.  Coming to college was a big change, of course, and I'm proud of myself for taking that step, but it wasn't a leap into the unknown so much as a carefully planned transition.  The motivation was simple: to improve my future prospects.  While I'm adjusting well, I wouldn't describe it as something that broadened my horizons in a particularly exciting way.","Succeeding in college is my main goal right now. To stay on track, I've created a schedule and I'm trying to stick to it, and I prioritize my studies. I'm also focusing on building good study habits. Although it's challenging to balance everything, my determination to succeed keeps me going.  The rewarding part is the feeling of accomplishment when I complete a task or achieve a goal.","Honestly, large social gatherings leave me feeling drained. I much prefer smaller interactions.  The college environment with so many students can be overwhelming, but I find solace in connecting with a few close people. My desire for meaningful, intimate connection has become clearer since being away from home and this experience has reinforced the need for quality over quantity in my social life.","I usually try to find common ground when I disagree with someone.  For example, my goal is to understand their perspective, even if I don't necessarily agree with it. I believe that open communication is key to resolving conflict and building positive relationships, and I don't like confrontation.","Being away from home and my significant other has been very stressful. My initial response was anxiety and homesickness.  To manage it, I'm focusing on my studies, trying to stay busy, and making an effort to connect with people here.  My feelings have made me think more deeply about relationships.  While my anxieties haven't completely disappeared, the reflection has been somewhat productive.",n,y,n,y,y
